"engl","spa"
"I owe Tom my life.","Le debo mi vida a Tom."
"I owe him 100 yen.","Le debo 100 yenes."
"I owe him my life.","A él le debo mi vida."
"I owe him my life.","Le debo la vida."
"I owe you a favor.","Te debo un favor."
"I owe you a lunch.","Te debo un almuerzo."
"I owe you nothing.","No te debo nada."
"I play the guitar.","Toco la guitarra."
"I play the violin.","Toco el violín."
"I ran into a deer.","Me encontré con un ciervo."
"I ran into a tree.","Choqué contra un árbol."
"I ran out of fuel.","Me quedé sin bencina."
"I read some books.","Leí algunos libros."
"I really am sorry.","Realmente lo siento."
"I really doubt it.","Realmente lo dudo."
"I refuse to do it.","Rehúso hacerlo."
"I rescued the cat.","Salvé al gato."
"I said I'd get it.","Dije que lo entiendo."
"I sat by his side.","Me senté a su lado."
"I sat next to him.","Me senté a su lado."
"I sat on the curb.","Me senté sobre el bordillo."
"I saved your life.","Te he salvado la vida."
"I saw Tom tonight.","Esta noche he visto a Tom."
"I saw Tom tonight.","Esta noche vi a Tom."
"I saw an airplane.","Vi un avión."
"I saw her earlier.","La he visto antes."
"I saw him running.","Lo vi correr."
"I saw him running.","Lo vi corriendo."
"I saw the sunrise.","Vi el amanecer."
"I saw you cooking.","Te vi cocinar."
"I saw you cooking.","Le he visto cocinar."
"I see the problem.","Ya veo el problema."
"I see you reading.","Veo que lees."
"I seem to be lost.","Parece que estoy perdido."
"I sent her a doll.","Le envié una muñeca."
"I share your idea.","Comparto tu idea."
"I share your idea.","Concuerdo contigo."
"I should head out.","Debería largarme."
"I shouldn't drink.","No debería beber."
"I signed the form.","Firmé el formulario."
"I slept till dawn.","Dormí hasta el amanecer."
"I stand corrected.","Reconozco mi error."
"I stayed upstairs.","Me quedé arriba."
"I still play pool.","Sigo jugando al billar."
"I stopped smoking.","Dejé de fumar tabaco."
"I stopped smoking.","Dejé de fumar."
"I study at school.","Estudio en la escuela."
"I sure am thirsty.","Tengo bastante sed."
"I teach geography.","Enseño geografía."
"I think I like it.","Creo que me gusta."
"I think I'm ready.","Creo que estoy listo."
"I think I'm ready.","Creo que estoy lista."
"I think I'm right.","Creo que tengo razón."
"I think he did it.","Creo que lo hizo él."
"I think it's over.","Pienso que se ha terminado."
"I think it's true.","Creo que es verdad."
"I think otherwise.","Tengo una opinión diferente."
"I thought as much.","Eso pensaba."
"I took Monday off.","Me tomé el lunes libre."
"I took a vacation.","Me tomé unas vacaciones."
"I took a week off.","Me tomé una semana libre."
"I took my revenge.","Obtuve mi venganza."
"I took my revenge.","Me vengué."
"I tried to escape.","Intenté escapar."
"I truly loved her.","La quería de verdad."
"I understand that.","Lo entiendo."
"I understand this.","Entiendo esto."
"I understand this.","Comprendo esto."
"I understand this.","Lo comprendo."
"I used this plate.","Usé este plato."
"I used to do that.","Solía hacerlo."
"I used to do that.","Yo acostumbraba a hacerlo."
"I usually eat out.","Comúnmente como afuera."
"I want Tom killed.","Quiero a Tom muerto."
"I want Tom to win.","Quiero que Tom gane."
"I want a computer.","Quiero un ordenador."
"I want a computer.","Quiero una computadora."
"I want a discount.","Quiero un descuento."
"I want a lot more.","Quiero mucho más."
"I want a new oven.","Quiero un nuevo horno."
"I want an apology.","Quiero una disculpa."
"I want everything.","Quiero todo."
"I want everything.","Lo quiero todo."
"I want more money.","Quiero más dinero."
"I want my freedom.","Quiero mi libertad."
"I want some money.","Quiero algo de dinero."
"I want some paper.","Quiero algo de papel."
"I want some paper.","Quiero un poco de papel."
"I want some water.","Yo quiero agua."
"I want them alive.","Los quiero vivos."
"I want this phone.","Quiero este teléfono."
"I want to be free.","Quiero ser libre."
"I want to be here.","Quiero estar aquí."
"I want to be rich.","Quiero ser rico."
"I want to be rich.","Quiero ser rica."
"I want to be safe.","Quiero estar segura."
"I want to be sure.","Quiero estar segura."
"I want to believe.","Quiero creer."
"I want to come in.","Quiero entrar."
"I want to compete.","Quiero competir."
"I want to confess.","Quiero confesar."
"I want to explain.","Lo quiero explicar."
"I want to explain.","Quiero explicar."
"I want to go back.","Quiero regresar."
"I want to go back.","Quiero volver."
"I want to go home.","Me quiero ir a casa."
"I want to go home.","Quiero irme a casa."
"I want to go home.","Me quiero ir a mi casa."
"I want to read it.","Quiero leerlo."
"I want to see Tom.","Quiero ver a Tom."
"I want to see him.","Quiero verlo."
"I want to see you.","Quiero verte."
"I wanted a jacket.","Yo quería una chaqueta."
"I wanted that car.","Yo quería ese carro."
"I wanted to drive.","Yo quería conducir."
"I wanted to fight.","Quería luchar."
"I was about to go.","Estaba por irme."
"I was defenseless.","Estaba indefenso."
"I was defenseless.","Estuve indefenso."
"I was discouraged.","Estaba frustrado."
"I was embarrassed.","Estaba avergonzado."
"I was in the area.","Yo estaba en el área."
"I was in the area.","Yo estuve en el área ."
"I was just joking.","Solo estaba bromeando."
"I was left behind.","Me dejaron atrás."
"I was only joking.","Solo estaba bromeando."
"I was out all day.","Estuve afuera todo el día."
"I was really late.","Estaba realmente atrasado."
"I was taken aback.","Me quedé desconcertado."
"I was very afraid.","Estaba muy asustado."
"I was very hungry.","Tenía mucha hambre."
"I washed my hands.","Me lavé las manos."
"I wasn't dreaming.","No estaba soñando."
"I wasn't prepared.","No estaba listo."
"I wasn't prepared.","No estaba preparado."
"I wasn't punctual.","No fui puntual."
"I went on reading.","Seguí leyendo."
"I went to the zoo.","Fui al zoológico."
"I went to the zoo.","Fui al zoo."
"I will do my best.","Daré lo mejor."
"I will go on foot.","Me iré caminando."
"I will go on foot.","Iré andando."
"I will go on foot.","Iré a pie."
"I will never tell!","¡Nunca lo diré!"
"I will stay there.","Me quedaré ahí."
"I wish I could go.","Yo quisiera poder ir."
"I woke up at 2:30.","Me desperté a las dos y media."
"I won first place.","Gané el primer premio."
"I won the lottery.","Me gané la lotería."
"I won't judge you.","No te voy a juzgar."
"I worry about him.","Me preocupo por él."
"I would've waited.","Yo hubiera esperado."
"I wrote that book.","Yo escribí ese libro."
"I wrote that down.","Apunté eso."
"I wrote that down.","Lo apunté."
"I wrote this book.","Yo he escrito este libro."
"I wrote this book.","Escribí este libro."
"I'd appreciate it.","Lo agradecería."
"I'd be devastated.","Estaría devastado."
"I'll be back soon.","Volveré pronto."
"I'll be back soon.","Volveré luego."
"I'll be back soon.","Voy a volver pronto."
"I'll be done soon.","Enseguida acabo."
"I'll be in Boston.","Estaré en Boston."
"I'll be on my own.","Estaré a solas."
"I'll cook tonight.","Yo cocinaré esta noche."
"I'll do it myself.","Lo haré yo mismo."
"I'll do something.","Haré algo."
"I'll give it back.","Lo devolveré."
"I'll go on my own.","Iré solo."
"I'll go on my own.","Ire sola."
"I'll go to Boston.","Iré a Boston."
"I'll go to school.","Iré a la escuela."
"I'll hide in here.","Me esconderé aquí dentro."
"I'll pay anything.","Pagaré cualquier cosa."
"I'll pay for this.","Pagaré por esto."
"I'll pay the bill.","Yo pagaré la cuenta."
"I'll pray for Tom.","Oraré por Tom."
"I'll pray for Tom.","Rezaré por Tom."
"I'll probably cry.","Probablemente lloraré."
"I'll say it again.","Lo volveré a decir."
"I'll see you soon.","Te veré pronto."
"I'll send flowers.","Voy a mandar flores."
"I'll set you free.","Te dejaré libre."
"I'll set you free.","Te liberaré."
"I'll wait for you.","Te esperaré."
"I'll wait outside.","Esperaré afuera."
"I'll walk you out.","Le acompañaré."
"I'll walk you out.","Le mostraré la salida."
"I'll work on that.","Trabajaré en eso."
"I'll write to Tom.","Le escribiré a Tom."
"I'm Canadian, too.","Soy canadiense también."
"I'm Tom's brother.","Soy el hermano de Tom."
"I'm a bit strange.","Soy un poco raro."
"I'm a bit worried.","Estoy un poco intranquilo."
"I'm a good person.","Soy un buen sujeto."
"I'm a good sailor.","Soy un buen marinero."
"I'm a little busy.","Estoy un poco ocupado."
"I'm a little sick.","Estoy un poco enfermo."
"I'm a married man.","Soy un hombre casado."
"I'm a normal girl.","Soy una chica normal."
"I'm a patient man.","Soy un hombre paciente."
"I'm a salesperson.","Soy dependiente."
"I'm afraid of you.","Tengo miedo de ti."
"I'm afraid to die.","Tengo miedo de morir."
"I'm all alone now.","Ahora estoy completamente solo."
"I'm almost thirty.","Casi tengo treinta años."
"I'm already ready.","Ya estoy listo."
"I'm already ready.","Ya estoy lista."
"I'm already ready.","Ya estoy preparado."
"I'm already ready.","Ya estoy preparada."
"I'm always hungry.","Siempre estoy hambriento."
"I'm an astronomer.","Soy astrónomo."
"I'm as old as you.","Soy tan viejo como tú."
"I'm at school now.","Ahora estoy en el colegio."
"I'm at the prison.","Estoy en la prisión."
"I'm aware of that.","Estoy enterado de eso."
"I'm aware of that.","Soy consciente de eso."
"I'm bad at sports.","Se me dan mal los deportes."
"I'm being careful.","Estoy siendo cuidadoso."
"I'm being watched.","Estoy siendo observado."
"I'm bringing wine.","Traigo vino."
"I'm busy as a bee.","Estoy muy ocupada."
"I'm concentrating.","Me estoy concentrando."
"I'm drinking milk.","Estoy tomando leche."
"I'm drinking milk.","Estoy bebiendo leche."
"I'm eating a pear.","Estoy comiendo una pera."
"I'm expecting Tom.","Estoy esperando a Tom."
"I'm fairly hungry.","Tengo bastante hambre."
"I'm fasting today.","Hoy ayuno."
"I'm feeling great.","Me siento genial."
"I'm feeling tired.","Me siento cansado."
"I'm from the city.","Soy de la ciudad."
"I'm getting happy.","Me estoy poniendo feliz."
"I'm getting worse.","Estoy empeorando."
"I'm glad Tom's OK.","Me alegra que Tom esté bien."
"I'm going fishing.","Voy a ir de pesca."
"I'm going to jump.","Voy a saltar."
"I'm going to wait.","Voy a esperar."
"I'm happy for you.","Estoy feliz por vos."
"I'm here to learn.","Estoy aquí para aprender."
"I'm here with Tom.","Estoy aquí con Tom."
"I'm in Boston now.","Estoy en Boston ahora."
"I'm in a bad mood.","Estoy de mal humor."
"I'm in a bad mood.","Estoy rayado."
"I'm in the toilet.","Estoy en el baño."
"I'm in the toilet.","Estoy en el toilette."
"I'm just watching.","Solo estoy mirando."
"I'm keeping count.","Estoy llevando la cuenta."
"I'm kind of happy.","Estoy más o menos feliz."
"I'm losing weight.","Estoy adelgazando."
"I'm making coffee.","Estoy haciendo café."
"I'm making dinner.","Estoy preparando la cena."
"I'm not a patient.","No soy ningún paciente."
"I'm not a soldier.","No soy un soldado."
"I'm not a student.","No soy un estudiante."
"I'm not a teacher.","No soy profesor."
"I'm not a teacher.","No soy profesora."
"I'm not convinced.","No estoy convencida."
"I'm not forgetful.","No soy olvidadizo."
"I'm not giving up.","No abandono."
"I'm not in a rush.","No tengo prisa."
"I'm not in a rush.","No estoy apurado."
"I'm not lying now.","No estoy mintiendo ahora."
"I'm not lying now.","Ahora no miento."
"I'm not miserable.","No soy miserable."
"I'm not persuaded.","No estoy convencido."
"I'm not persuaded.","No me convence."
"I'm not persuaded.","No me persuade."
"I'm not ready yet.","Aún no estoy listo."
"I'm not satisfied.","No estoy contento."
"I'm not satisfied.","No estoy satisfecha."
"I'm not satisfied.","Yo no estoy contento."
"I'm not that fast.","No soy tan rápido."
"I'm not your wife.","No soy tu esposa."
"I'm on my way out.","Voy saliendo."
"I'm only eighteen.","Solo tengo 18 años."
"I'm out of breath.","Estoy echando los bofes."
"I'm out of breath.","Estoy echando el hígado."
"I'm out of breath.","Se me sale el corazón por la boca."
"I'm out of breath.","Tengo el corazón en la boca."
"I'm out of breath.","Estoy sin aliento."
"I'm ready to vote.","Estoy preparado para votar."
"I'm really hungry.","Estoy realmente hambriento."
"I'm really hungry.","Estoy muy hambriento."
"I'm really hungry.","Tengo muchísima hambre."
"I'm seeing double.","Estoy viendo doble."
"I'm seeing ghosts.","Estoy viendo fantasmas."
"I'm self-employed.","Soy autónomo."
"I'm sophisticated.","Soy sofisticado."
"I'm sorry for you.","Lo siento por ti."
"I'm still on duty.","Todavía estoy de servicio."
"I'm still thirsty.","Todavía tengo sed."
"I'm still waiting.","Todavía estoy esperando."
"I'm still worried.","Todavía estoy preocupado."
"I'm taking a bath.","Me voy a dar un baño."
"I'm taking a bath.","Me estoy bañando."
"I'm totally drunk.","Estoy totalmente borracho."
"I'm trying to win.","Estoy intentando ganar."
"I'm using Twitter.","Yo uso Twitter."
"I'm very confused.","Estoy muy confundida."
"I'm with a client.","Estoy con un cliente."
"I'm your neighbor.","Yo soy tu vecino."
"I'm your neighbor.","Soy tu vecino."
"I've been injured.","Me lastimé."
"I've been married.","He estado casada."
"I've been waiting.","He estado esperando."
"I've been worried.","He estado preocupada."
"I've bought a car.","Me he comprado un coche."
"I've bought a car.","He comprado un coche."
"I've bought a car.","He comprado un carro."
"I've called twice.","Llamé dos veces."
"I've corrected it.","Ya la he corregido."
"I've done my part.","Ya hice mi parte."
"I've done nothing.","No hice nada."
"I've done nothing.","No he hecho nada."
"I've forgiven you.","Te he perdonado."
"I've got bad news.","Tengo malas noticias."
"I've got diarrhea.","Estoy con diarrea."
"I've got diarrhea.","Tengo cagalera."
"I've got evidence.","Tengo evidencia."
"I've got the keys.","Tengo las llaves."
"I've heard enough.","He oído suficiente."
"I've heard of you.","He oído acerca de ti."
"I've heard rumors.","He oído rumores."
"Identify yourself.","Identifíquese."
"Is Tom a Canadian?","¿Es Tom canadiense?"
"Is Tom in on this?","¿Está Tom involucrado en esto?"
"Is Tom interested?","¿Tom está interesado?"
"Is Tom on his way?","¿Está Tom en camino?"
"Is Tom still here?","¿Tom sigue aquí?"
"Is everybody here?","¿Están todos aquí?"
"Is everyone happy?","¿Todos están contentos?"
"Is everyone ready?","¿Ya están todos listos?"
"Is her story true?","¿Es cierta su historia?"
"Is it complicated?","¿Es complicado?"
"Is it good or bad?","¿Es bueno o malo?"
"Is it good or bad?","¿Es cosa buena o mala?"
"Is it raining now?","¿Ahora está lloviendo?"
"Is it raining now?","¿Está lloviendo ahora?"
"Is it time to eat?","¿Es hora de comer?"
"Is somebody there?","¿Hay alguien ahí?"
"Is somebody there?","¿Hay alguien?"
"Is that a new car?","¿Este coche es nuevo?"
"Is that important?","¿Es importante?"
"Is that one yours?","¿Es aquél el tuyo?"
"Is that pure gold?","¿Es oro puro?"
"Is that pure gold?","¿Es de oro puro?"
"Is that your book?","¿Es ése tu libro?"
"Is that your goal?","¿Es ese tu objetivo?"
"Is that your room?","¿Es esa tu habitación?"
"Is the bath ready?","¿Está listo el baño?"
"Is the cake ready?","¿Está lista la torta?"
"Is the cake ready?","¿La tarta está lista?"
"Is the coffee hot?","¿El café está caliente?"
"Is there a curfew?","¿Hay toque de queda?"
"Is this hat yours?","¿Este sombrero es tuyo?"
"Is this made here?","¿Está esto fabricado aquí?"
"Is this our hotel?","¿Este es nuestro hotel?"
"Is this pure gold?","¿Es oro puro?"
"Is this seat free?","¿Está libre este asiento?"
"Is this your beer?","¿Esta es tu cerveza?"
"Is this your wine?","¿Este es tu vino?"
"Is your car black?","¿El color de su carro es negro?"
"Is your car black?","¿Tu auto es negro?"
"Is your wife tall?","¿Tu esposa es alta?"
"Isn't it exciting?","¿No es emocionante?"
"Isn't it pathetic?","¿No es patético?"
"Isn't it stunning?","¿No es impresionante?"
"Isn't that theirs?","¿Eso no es de ellos?"
"It cannot be true.","No puede ser cierto."
"It costs too much.","Cuesta demasiado caro."
"It could be fatal.","Podría ser fatal."
"It didn't go well.","Lo pasó mal."
"It doesn't matter.","No es importante."
"It doesn't matter.","Eso no importa."
"It doesn't matter.","No importa."
"It fell to pieces.","Se hizo pedazos."
"It goes both ways.","Funciona en ambos sentidos."
"It has to be done.","Hay que hacerlo."
"It has to be true.","Debe de ser verdad."
"It is a good cake.","Es una buena torta."
"It is a love song.","Es una canción de amor."
"It is a small dog.","Es un perro pequeño."
"It is a white lie.","Es una mentira piadosa."
"It is not a watch.","No es un reloj."
"It is our destiny.","Es nuestro destino."
"It is raining now.","Está lloviendo ahora."
"It is raining now.","Ahora está lloviendo."
"It is second-hand.","Es de segunda mano."
"It is sunny today.","Hoy es un día soleado."
"It is sunny today.","Hoy hace sol."
"It is sunny today.","Hoy es un día de sol."
"It is windy today.","Hoy hace viento."
"It isn't a secret.","No es un secreto."
"It isn't over yet.","Aún no se termina."
"It looks Egyptian.","Parece egipcio."
"It looks Egyptian.","Se ve egipcio."
"It looks familiar.","Me resulta familiar."
"It might get ugly.","Quizás podría resultar desagradable."
"It never happened.","Nunca pasó."
"It rained heavily.","Ha llovido mucho."
"It rained heavily.","Cayó una lluvia torrencial."
"It rained heavily.","Llovió fuerte."
"It rained nonstop.","Llovió sin parar."
"It was Tom's idea.","Fue idea de Tom."
"It was a bad idea.","Era una mala idea."
"It was a disaster.","Aquello era un desastre."
"It was a good day.","Fue un buen día."
"It was a new book.","Era un libro nuevo."
"It was dark green.","Era verde oscuro."
"It was my mistake.","Fue mi error."
"It was no trouble.","No daba problemas."
"It was no trouble.","No había ningún problema."
"It was our secret.","Era nuestro secreto."
"It was really fun.","Fue muy divertido."
"It was so obvious.","Era tan obvio."
"It was surprising.","Fue sorprendente."
"It was unexpected.","Fue imprevisto."
"It was very small.","Era muy pequeño."
"It was very windy.","Estaba muy ventoso."
"It was your fault.","Fue culpa tuya."
"It wasn't a dream.","No fue un sueño."
"It wasn't planned.","No estaba planeado."
"It wasn't too hot.","No hacía mucho calor."
"It went very well.","Fue muy bien."
"It went very well.","Pasó muy bien."
"It went very well.","Estuvo muy bien."
"It worked for Tom.","A Tom le funcionó."
"It'll happen soon.","Ocurrirá pronto."
"It'll happen soon.","Ocurrirá en breve."
"It'll happen soon.","Pasará pronto."
"It's Monday today.","Hoy es lunes."
"It's Tom's office.","Esta es la oficina de Tom."
"It's a bit flimsy.","Es un poco débil."
"It's a bit greasy.","Es un poco grasoso."
"It's a cargo ship.","Es un barco de carga."
"It's a cloudy day.","Es un día nublado."
"It's a compliment.","Es un cumplido."
"It's a conspiracy.","Es una conspiración."
"It's a dictionary.","Es un diccionario."
"It's a good start.","Es un buen comienzo."
"It's a good story.","Es una buena historia."
"It's a long story.","Es una larga historia."
"It's a simple job.","Es una tarea simple."
"It's a simple job.","Es una simple tarea."
"It's a simple job.","Es un trabajo simple."
"It's a small room.","Es una habitación pequeña."
"It's a stupid law.","Es una ley estúpida."
"It's a true story.","Es una historia real."
"It's all my fault.","Todo es culpa mía."
"It's all over now.","Ya todo terminó."
"It's already late.","Ya es tarde."
"It's also cheaper.","Además es más barato."
"It's an emergency.","Es una emergencia."
"It's an emergency.","Está en urgencias."
"It's an old piano.","Es un piano viejo."
"It's an old piano.","Es un viejo piano."
"It's cold outside.","Hace frío fuera."
"It's cold outside.","Hace frío afuera."
"It's confidential.","Es confidencial."
"It's dark in here.","Está oscuro aquí."
"It's dark outside.","Está oscuro fuera."
"It's easy for you.","Es fácil para ti."
"It's eight-thirty.","Son las ocho y media."
"It's exhilarating.","Es vivificante."
"It's finally over.","Finalmente se acabó."
"It's fine with me.","Por mí, está bien."
"It's finished now.","Ya terminó."
"It's for tourists.","Es para turistas."
"It's getting cold.","Se está poniendo helado."
"It's getting late.","Se está haciendo tarde."
"It's going nicely!","¡Todo va bien!"
"It's human nature.","Es la naturaleza humana."
"It's in my pocket.","Está en mi bolsillo."
"It's just a dream.","Sólo es un sueño."
"It's just a dream.","Es solo un sueño."
"It's just a hunch.","Solo es una corazonada."
"It's like a dream.","Es como un sueño."
"It's my brother's.","Es el de mi hermano."
"It's my brother's.","Es de mi hermano."
"It's no big thing.","No es nada grande."
"It's no big thing.","No es nada importante."
"It's not a secret.","No es ningún secreto."
"It's not a weapon.","No es un arma."
"It's not my fault.","No es culpa mía."
"It's not my fault.","A mí no me mires."
"It's not my style.","No es mi estilo."
"It's not that bad.","No es tan malo."
"It's not that far.","No está tan lejos."
"It's not the same.","No es lo mismo."
"It's not the same.","No es la misma cosa."
"It's not too deep.","No es demasiado profundo."
"It's not too late.","No es demasiado tarde."
"It's not up to me.","No depende de mí."
"It's not up to me.","No me corresponde."
"It's now or never.","Es ahora o nunca."
"It's on the house.","Esta va por la casa."
"It's on the house.","Invita la casa."
"It's on the table.","Está en la mesa."
"It's on the table.","Está sobre la mesa."
"It's one of those.","Es uno de esos."
"It's one of those.","Es uno de aquellos."
"It's only a dream.","Sólo es un sueño."
"It's only a dream.","Es solo un sueño."
"It's payday today.","Hoy es día de pago."
"It's probably Tom.","Probablemente sea Tom."
"It's questionable.","Es discutible."
"It's raining hard.","Llueve mucho."
"It's raining here.","Está lloviendo aquí."
"It's really tough.","Es muy duro."
"It's really windy.","Está realmente ventoso."
"It's really windy.","Es realmente ventoso."
"It's snowing hard.","Está nevando bastante."
"It's snowing here.","Está nevando aquí."
"It's so beautiful.","Es tan bello."
"It's so beautiful.","Es tan bella."
"It's so nice here.","Es tan agradable aquí."
"It's starting now.","Está empezando ahora."
"It's still Monday.","Todavía es lunes."
"It's still closed.","Todavía está cerrado."
"It's still rising.","Aún está subiendo."
"It's the same hat.","Es el mismo sombrero."
"It's time for bed.","Es hora de irse a la cama."
"It's time for bed.","Es hora de irte a la cama."
"It's to the point.","Viene de molde."
"It's too late now.","Es muy tarde ahora."
"It's unbelievable.","¡Eso es increíble!"
"It's very fragile.","Está muy frágil."
"It's very obvious.","Es muy obvio."
"It's very popular.","Es muy popular."
"It's warm in here.","Hace calor aquí."
"It's worth a shot.","Vale la pena intentarlo."
"It's wrong to lie.","No está bien mentir."
"It's your bedtime.","Es tu hora de dormir."
"Just come up here.","Venga, ven aquí."
"Just come up here.","Limítate a venir aquí."
"Just do your best.","Solo hazlo lo mejor posible."
"Just do your best.","Solo hazlo lo mejor que puedas."
"Just give it time.","Dale tiempo."
"Just keep talking.","Simplemente sigue hablando."
"Just let me sleep.","Déjame dormir."
"Just listen to me.","Limítate a escucharme."
"Just listen to me.","Escúchame y punto."
"Just look outside.","Solo mira afuera."
"Just pick one out.","Coge una."
"Just pick one out.","Limítate a coger una."
"Just take it slow.","Hazlo poco a poco."
"Just take my hand.","Dame la mano."
"Keep away from me.","No te me acerques."
"Keep away from me.","Mantente alejado de mí."
"Keep away from me.","Mantente alejada de mí."
"Keep away from me.","Estate lejos de mí."
"Keep away from me.","Manténgase alejado de mí."
"Keep that in mind.","Tenedlo presente."
"Keep that in mind.","Ténganlo en cuenta."
"Keep your chin up.","Mantén tu frente en alto."
"Keep your coat on.","Quédate con el abrigo puesto."
"Kids like to play.","A los niños les gusta jugar."
"Kids like to play.","A los chicos les gusta jugar."
"Kids will be kids.","Los niños son así."
"Knock it off, Tom.","Ya te vale, Tom."
"Knock on the door.","Toca la puerta."
"Leave Tom with me.","Deja a Tom aquí, conmigo."
"Let me carry that.","Déjame llevarlo."
"Let me carry that.","Deja que lleve eso."
"Let me carry that.","Deja que lo lleve."
"Let me finish, OK?","Déjame terminar, ¿vale?"
"Let me finish, OK?","Deja que termine, ¿no?"
"Let me have a try.","Déjame intentarlo."
"Let me have a try.","Déjame probarlo."
"Let me have a try.","Déjame probar."
"Let me have a try.","Dejame intentar."
"Let me in, please.","Permítame entrar."
"Let me in, please.","Permítame pasar."
"Let me see a menu.","Déjame ver el menú."
"Let's be creative.","Seamos creativos."
"Let's begin, then.","Entonces empecemos."
"Let's do it again.","Hagámoslo de nuevo."
"Let's do the work.","Hagamos el trabajo."
"Let's finish this.","Terminemos esto."
"Let's get married.","Casémonos."
"Let's get started.","¡Empecemos!"
"Let's get started.","Comencemos."
"Let's go downtown.","Vamos al centro."
"Let's go find out.","Vayamos y averigüémoslo."
"Let's go in there.","Entremos allí."
"Let's go swimming.","Vayamos a nadar."
"Let's go that way.","Vamos hacia allá."
"Let's go this way.","Vayamos por aquí."
"Let's go together.","Vayamos juntos."
"Let's go together.","Vayámonos juntos."
"Let's have a look.","Echemos un vistazo."
"Let's have dinner.","Cenemos."
"Let's hit the hay.","Vámonos a dormir."
"Let's hustle, Tom.","Démonos prisa, Tom."
"Let's investigate.","Investiguemos."
"Let's leave early.","Vayámonos antes."
"Let's make a cake.","Hagamos una torta."
"Let's not hide it.","¡No lo escondamos!"
"Let's play soccer.","¡Vamos a jugar al fútbol!"
"Let's shake hands.","Démonos la mano."
"Let's sing a song.","Vamos, cantemos una canción."
"Let's step inside.","Pasemos adentro."
"Let's take a look.","Echemos un vistazo."
"Let's take a taxi.","Tomemos un taxi."
"Let's take a taxi.","Cojamos un taxi."
"Let's take a trip.","Hagamos un viaje."
"Let's toss a coin.","Echemos una moneda al aire."
"Let's try to read.","Probemos a leer."
"Life is beautiful.","La vida es bella."
"Life is beautiful.","La vida es hermosa."
"Life is difficult.","La vida es dura."
"Life is enjoyable.","La vida es divertida."
"Life is expensive.","La vida es cara."
"Life is so unfair.","La vida es tan injusta."
"Life is too short.","La vida es demasiado corta."
"Life is very hard.","La vida es muy dura."
"Life is wonderful.","La vida es maravillosa."
"Live and let live.","Vive y deja vivir."
"Living isn't easy.","Vivir no es fácil."
"Long time, no see.","Mucho tiempo sin vernos."
"Long time, no see.","Ha pasado mucho tiempo."
"Look at the price.","Mira el precio."
"Look at this mess.","Mira qué lío."
"Look out for bees.","Cuidado con las abejas."
"Love conquers all.","El amor vence todo."
"Love is confusing.","El amor es complicado."
"Love is confusing.","El amor es confuso."
"Make a prediction.","Haz una predicción."
"Make up your mind.","Decídete."
"Mary has big eyes.","María tiene ojos grandes."
"Mary has big eyes.","Mary tiene los ojos grandes."
"Mary is beautiful.","Mary es hermosa."
"Mary is my mother.","Mary es mi madre."
"Mary is so pretty.","¡María es tan linda!"
"Mary is vivacious.","Mary es vivaracha."
"Mary is vivacious.","Mary es vivaz."
"Mary was a tomboy.","Mary era un marimacho."
"Mary was a tomboy.","Mary era un chicazo."
"May God bless you.","¡Que Dios te bendiga!"
"May I go home now?","¿Me puedo ir a casa ahora?"
"May I go swimming?","¿Puedo irme a nadar?"
"May I go swimming?","¿Me puedo ir a bañar?"
"May I put it here?","¿Puedo ponerlo aquí?"
"May I take a rest?","¿Puedo tomar un descanso?"
"May I talk to Tom?","¿Puedo hablar con Tom?"
"May I talk to you?","¿Puedo hablar con vosotros?"
"May I try this on?","¿Puedo probarme esto?"
"Maybe Tom is dead.","Quizá Tom está muerto."
"Maybe it's a trap.","Tal vez es una trampa."
"Maybe we can talk.","Tal vez podamos conversar."
"Meat is expensive.","La carne es cara."
"Mind your manners.","Cuida tus modales."
"Mom bought apples.","Mamá compró manzanas."
"Mom set the table.","Mamá ha puesto la mesa."
"Monday's not good.","El lunes no va bien."
"My arms are tired.","Tengo los brazos cansados."
"My arms went numb.","Mis brazos se entumecieron."
"My bag was stolen.","Me robaron mi mochila."
"My dogs are white.","Mis perros son blancos."
"My eyes are itchy.","Me pican los ojos."
"My eyes are tired.","Tengo los ojos cansados."
"My father is busy.","Mi padre está ocupado."
"My father is home.","Mi padre está en casa."
"My father is rich.","Mi padre es rico."
"My father is tall.","Mi padre es alto."
"My glass is empty.","Mi vaso está vacío."
"My hands are tied.","Tengo las manos atadas."
"My heart's aching.","Me duele el corazón."
"My heart's aching.","Me arde el corazón."
"My hobby is music.","Mi afición es la música."
"My horse is black.","Mi caballo es negro."
"My horse is white.","Mi caballo es blanco."
"My house is empty.","Mi casa está vacía."
"My house is small.","Mi casa es pequeña."
"My life is boring.","Mi vida es aburrida."
"My name isn't Tom.","No me llamo Tom."
"My shoes are gone.","Mis zapatos han desaparecido."
"My shoulder hurts.","Me duele el hombro."
"My stomach's full.","Tengo el estómago lleno."
"My stomach's full.","Tengo la panza llena."
"My uncle is angry.","Mi tío está enojado."
"My uncle is angry.","Mi tío está enfadado."
"My wife was there.","Mi mujer se encontraba allí."
"My wife was there.","Mi mujer estaba allí."
"No one hugged Tom.","Nadie abrazó a Tom."
"No one lives here.","Nadie vive aquí."
"No one lives here.","Aquí no vive nadie."
"No one trusts him.","Nadie confía en él."
"No, I didn't help.","No, no ayudé."
"Nobody helped her.","Nadie le ayudó."
"Nobody helped her.","Nadie la ayudó."
